,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date
36,"Ah Persona 5 Royal The Cruela de Vil of the shin megami tensei






So.... Stylish Iconic Beautiful and oh so evil






Best Game in the entire SMT medium",UgzBri6Yl9ywJKqqaGh4AaABAg,http://www.youtube.com/channel/UCM4j7n96yHu7zfX_tm4sF_g,@thekrazyhatter5063,0,0,2023-08-01 18:44:10+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-08-01
37,ngl this gives me persona 5 vibes,Ugy03BiXB8ew9HUu9YN4AaABAg,http://www.youtube.com/channel/UC_TQI8MKalsEdZLqTp1ou5g,@stalisthebest9951,0,0,2023-07-27 13:59:29+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-07-27
38,1:16 this part hits harder when you realize it foreshadows Akechi’s death,UgwnttIUgdI-rLoEE6R4AaABAg,http://www.youtube.com/channel/UCcmMcEpLRQEdPaRCF9Rckow,@HandlesL,0,2,2023-07-24 23:08:16+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-07-24
39,Huge improvement on the original P5 intro,UgxyL0k4USyJaTJmJRF4AaABAg,http://www.youtube.com/channel/UCcUnESc5FfGaO546ooXTERA,@kirantrivedi5831,0,1,2023-07-20 11:38:21+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-07-20
40,Persona 5 Available on Xbox Series X/S 😍😍😍,Ugx9aCsHfJc1Y6QFnbZ4AaABAg,http://www.youtube.com/channel/UCtKELrNP7jCG3jnewsWzR8Q,@NickReymond,0,2,2023-07-10 00:03:04+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-07-10
41,Chills,UgwbM4R41VnzYBFxyN94AaABAg,http://www.youtube.com/channel/UCN5wy6IywaRReg6WNnjbPlA,@deadkatasumi,0,1,2023-07-09 22:36:51+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-07-09
42,I love that Ann is just wagging her ass here and Morgana's face when he has the briefcase is priceless,UgwlzEr0gP7UpkJS_C54AaABAg,http://www.youtube.com/channel/UCAmC3ZDnoN8uwhu3fDTYNdw,@orthusgames9888,1,1,2023-07-08 03:19:41+00:00,vWWy7V9rCrA,1,Persona 5 Royal - Official Opening Cinematic Trailer,2023-07-08
43,Best opening in the history on videogames in my opinion,UgwvICeqnEKeQceM3q14AaABAg,http://www.youtube.com/channel/UCx95xtDV3qvP7BT6zdQA71A,@martyllojames9255,0,3,2023-07-02 05:37:29+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-07-02
44,top 10 songs to fight capitalism,UgwkJKcesflAk9vqdjd4AaABAg,http://www.youtube.com/channel/UCOgzz3fltWhmdjB4l1-qoXA,@Profeta_Macarronaise,0,0,2023-07-01 16:27:04+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-07-01
45,Rise's shadow got some competition with Ann's cakes 💀💀💀,UgwMuEfYRAxHVOgRdwZ4AaABAg,http://www.youtube.com/channel/UC7p7hnMkkTMX_5PHBPzZf9Q,@thecalicodude,0,0,2023-06-29 13:11:02+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-06-29
46,0:39 i don't know why but seeing the phantom thieve destroy bulding with bat make me happy,Ugw2HbL8cSuVfv8S_np4AaABAg,http://www.youtube.com/channel/UCmqFbqxne2xSzRwgcC3y_2g,@Gogo-zv4hy,0,2,2023-06-17 14:22:55+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-06-17
47,After playing persona 5 royal i have to say i have an urge to play it again and again,Ugz8VgogCWiEZAaCVNt4AaABAg,http://www.youtube.com/channel/UChWsn0_U1dhRlgRSOp-qo6A,@chinikery2590,0,4,2023-06-12 23:27:04+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-06-12
48,"No conocia persona hasta qye lo agregaron a gamepass, he jugado tanto el 3, 4 y este, estan muy buenos :D

Esas semanas de juego valieron totalmente la pena, ahora anhelo mucho la espera de los nuevos juegos de la saga persona :3",UgzOpczrTdQL9LsFxpx4AaABAg,http://www.youtube.com/channel/UCCT8LMXvGxPVsyQjmaFzE1A,@jos3lol941,0,1,2023-06-09 02:34:49+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-06-09
49,amazing game,UgyLQhSg7a9qt0t5OTZ4AaABAg,http://www.youtube.com/channel/UCy5SuY2QDKwPwYHc8UhKBZA,@plutoheart12,0,2,2023-06-08 22:54:55+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-06-08
50,this intro music fucking blows compared to the original,UgxlsGISWYQogWCI5ON4AaABAg,http://www.youtube.com/channel/UCIl_feJjQiAAeeO8bKKeHVg,@BlazefireSaber,1,1,2023-06-07 02:17:24+00:00,vWWy7V9rCrA,1,Persona 5 Royal - Official Opening Cinematic Trailer,2023-06-07
51,is it bad that i played persona 5 strikers before this lol (i already know the whole storyline though),Ugy1aOjEZGtPNx8h2z54AaABAg,http://www.youtube.com/channel/UCK6KVIqY5SHbFCJO4cZM2ZA,@reservistttt,0,0,2023-06-03 08:27:17+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-06-03
52,"""That's an ass."" - RTGame",Ugy0aVvYBk0RfdedzXR4AaABAg,http://www.youtube.com/channel/UCRIC6uQ-LeAHG1nEyiWvvYw,@soldieryaoi,0,1,2023-05-21 08:40:18+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-05-21
53,Fack it Jojo part 10,UgxDZClibpxb_ZNVlhV4AaABAg,http://www.youtube.com/channel/UCmAnv6ND0Yijp28s808JyOQ,@rickshabusky4553,0,2,2023-05-09 23:34:41+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-05-09
54,Morgana is a walking L,Ugxui3vP-v8uXn_O-rF4AaABAg,http://www.youtube.com/channel/UCldVM7qa6HOTK6BNlqYA7XQ,@chadwarden3247,0,2,2023-05-05 08:21:33+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-05-05
55,"Persona 5 is a very serious game about highschoolers trying to purify corrupted hearts,




also the intro:",UgwR8g9VPRd9W91U2514AaABAg,http://www.youtube.com/channel/UCA3jmtTXzebsjd-L5_p1LVA,@Hymn_,2,0,2023-05-01 23:13:43+00:00,vWWy7V9rCrA,2,Persona 5 Royal - Official Opening Cinematic Trailer,2023-05-01
56,"Fuck, i wish i could play this game for the first time again",Ugy7UDOHFHCZ8dzs2M54AaABAg,http://www.youtube.com/channel/UCD3VxLpoS-r8oVu1RDfN33A,@Troy_The_Boi,0,1,2023-04-30 05:14:30+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-04-30
57,1:17 atlus isn’t even trying to deny it anymore,UgyzE7eSz-bmbo_1RZ14AaABAg,http://www.youtube.com/channel/UCH_DxQ_lecbpns9q5qKemsA,@acemusic4708,0,1,2023-04-26 23:02:32+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-04-26
58,"The animation in this opening sequence was amazing but I still prefer the OG song, that was such a banger",Ugz6oaF9Ci97riACrV14AaABAg,http://www.youtube.com/channel/UC2M92n2MRCu0Lo87qRMNxTg,@devak45167,0,1,2023-04-24 18:21:54+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-04-24
59,It hits different after beating the game,UgzHSTSZd7kn2i1q3Fd4AaABAg,http://www.youtube.com/channel/UChWkuMKP_1-_XzhseK-lX8Q,@phantom.4444c,0,3,2023-04-20 22:28:24+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-04-20
60,Are the eyes on the big screens at the start a reference to persona 4 or am I over thinking it,UgxUia9ihQc1OgR4AZN4AaABAg,http://www.youtube.com/channel/UCH40Rem4udanOZGE_iPGLOQ,@jammyman5901,0,1,2023-04-19 01:35:08+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-04-19
61,it truly wouldnt be an anime game without the first close-up being a girl's ass,Ugys_X_Vs-yJppA_SpV4AaABAg,http://www.youtube.com/channel/UCIJraiMV8wl0AJx-zE418Zg,@iamboydayo,0,4,2023-04-17 22:57:49+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-04-17
62,Did anyone else notice Yusuke just yeeting his bat,UgxMPgUnaI091fV9jGp4AaABAg,http://www.youtube.com/channel/UCpDuUe2_GnxEE3aE7wdD19Q,@lightknight3106,0,0,2023-04-13 01:38:38+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-04-13
63,"Honestly, hearing this song and Kasumi after the whole game is just incredible! This game is a masterpiece that will literally change your heart and you wouldn't even notice that right away",Ugwl3nenAOLqW-DVkwp4AaABAg,http://www.youtube.com/channel/UCNiwZ0ZtBof2S4zQNT2HB5w,@Cinnamo_T,0,26,2023-04-09 08:48:46+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-04-09
64,Persona 4 solos,UgymZmvI9WyNArY3MAx4AaABAg,http://www.youtube.com/channel/UCjtvowBvSma3VpAcEago06Q,@leoneabbacchio4525,0,1,2023-03-31 03:24:09+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-31
65,The intro for Royal is so happy and cheery but the Royal story is so sad. 😥,UgxiPY705Ic9hX1ugml4AaABAg,http://www.youtube.com/channel/UCQ4tNkofwc0MtZgFVNjRQtQ,@EvelynKathleen,6,3,2023-03-24 19:15:43+00:00,vWWy7V9rCrA,6,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-24
66,"0:08 

Best part",Ugw9ySYtpdiude78L3N4AaABAg,http://www.youtube.com/channel/UCvctlbqKeWBkCoy4ExqvfAw,@pene7039,0,1,2023-03-20 05:05:25+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-20
67,"I’m gonna be honest. I despise JRPGs and anime with a passion. I barely ever play the switch, since I’m more of an Xbox guy, but when I do play the switch, it’s only for Sonic the Hedgehog and Super Mario (don’t judge). When my friend forced me to play this game, because it was his favorite game of all time, I agreed to play it but was really skeptical. Playing now. I can’t lie, this is actually a really good game.",Ugwl2wrp5-lBZGae63t4AaABAg,http://www.youtube.com/channel/UC-SpNSgxKsotlH7urMkIBuA,@modestomadness9355,3,4,2023-03-20 03:20:54+00:00,vWWy7V9rCrA,3,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-20
68,Naples be like:,UgzhcaauLFwhkNB121x4AaABAg,http://www.youtube.com/channel/UCyFSNl8PCfUpxu8kvGpnKiQ,@luz9618,0,0,2023-03-19 16:57:43+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-19
69,Bullshit that sumire is not canon,Ugzhq5mCwJD6ZDFbYJR4AaABAg,http://www.youtube.com/channel/UCRfjI0q6PVQxpE82hFaaCYw,@TheAmazingAlex.,2,0,2023-03-14 21:05:06+00:00,vWWy7V9rCrA,2,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-14
70,"If only Akechi wasnt rotten, him and Joker could have been great rival friends",Ugx2bZ_8lENC3zZZMjB4AaABAg,http://www.youtube.com/channel/UCcbPhE42xoUoVz5Y8caULSA,@bane9951,0,1,2023-03-08 15:16:50+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-08
71,"Bold take - this intro is 10 times better than the original. Colours flying high is vastly superior to wake up get up get out there, the artstyle actually works here, the characters look like they’re friends and it really exemplifies the entire artstyle of 5.",UgxmvV7TOdWDZaIAcWh4AaABAg,http://www.youtube.com/channel/UCKomw7ShYqmS-Aph-BX7k8g,@sushi287,0,3,2023-03-07 22:13:03+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-07
72,"I don’t like the animation compared to the original (it’s still good) as it does give the message of “who cares about society?” But sliding down the roads is just so much better of a way to tell the message then smashing cities…

But song is just as good as the original",Ugzv1IsJhivjIO_FShZ4AaABAg,http://www.youtube.com/channel/UCcXfuRoFF9H_Wvl5rpXLzOQ,@Pam234,0,0,2023-03-05 02:14:14+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-03-05
73,cat morgana gets more screen time in this than haru gets in both games combined,Ugyw8CGNV2q7CqtE1C94AaABAg,http://www.youtube.com/channel/UCK4KoZGOKP8HwmWhjccizzQ,@deltatube201,0,3,2023-02-28 19:27:19+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-02-28
74,0:18 the flies when I’m 0.00001 inches near them.,UgxmBMoEHn3EoOp79uZ4AaABAg,http://www.youtube.com/channel/UC_wQL1XFXUJjCsWt1uRyt8w,@leogames6880,0,1,2023-02-28 02:18:33+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-02-28
75,Once again Atlus continuing the tradition of making the rerelease opening worse than the original 💯 💯 🗣🗣🗣,UgzJ2j24NHQN2_xsAj14AaABAg,http://www.youtube.com/channel/UCHF2ctYZ35hMDnerZRKP1lA,@JellyJman,0,3,2023-02-22 01:35:22+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-02-22
76,There goes 120 hours of my life,Ugx3glSVFzlVDO7BPtt4AaABAg,http://www.youtube.com/channel/UCLZuIqmjW2gd8TzlXGpj06Q,@elsebubbles8590,0,1,2023-02-17 18:04:46+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-02-17
77,P5天下第一！,UgzcSafUSqRS5XDCI3x4AaABAg,http://www.youtube.com/channel/UCqo9uBHFl9uDUEVyGXL3T_Q,@zfe1783,0,0,2023-02-16 16:02:42+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-02-16
78,1:19 what the fuck,Ugwa3mAS-cECzdgQhCB4AaABAg,http://www.youtube.com/channel/UCG0rQvacmAYnhNYJK16Z4mw,@5mamiya,0,1,2023-02-16 01:46:10+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-02-16
79,i love rewatching this.,UgyLkHxYvL-ae7fnNct4AaABAg,http://www.youtube.com/channel/UC0WQEKP2CfvcTiXbxmGz1DQ,@wyattisshort9065,0,1,2023-02-11 15:36:48+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-02-11
80,0:58 after finishing royal— this scene makes more sense now and now I feel emotional damage,UgyYe3pU-5M-Ey5ows14AaABAg,http://www.youtube.com/channel/UCryek_w7MceG2erca2-PvRw,@zapatitosonic8975,0,7,2023-02-03 21:59:10+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-02-03
81,10/10,UgwPGGYnbdKhbPWmrXR4AaABAg,http://www.youtube.com/channel/UCokqB1lVXfFwss_g0HYFFBA,@macawweb2211,0,2,2023-01-30 18:06:46+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-01-30
82,It makes me wonder… Is this a random dream he has within the game?,UgxbzTGp20lzb388kbh4AaABAg,http://www.youtube.com/channel/UCLKmm6X3A08gwxMBAKpGcPA,@eereree,0,0,2023-01-28 22:25:45+00:00,vWWy7V9rCrA,0,Persona 5 Royal - Official Opening Cinematic Trailer,2023-01-28
